estrategia,ativo,retorno_total_%,drawdown_max_%,numero_trades,trades_por_ano,taxa_acerto_%,score_crescimento,score_fluxo,perfil,explicacao,nota_final
ROC_20_th0,USDBRL,41.17,11.3,0,0.0,0.0,47.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,23.6
BB_Rev_20_2.5std_upper,XAUUSD,41.97,13.4,0,0.0,0.0,47.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,23.5
BB_Rev_20_2.0std_mean,IVVB11,42.15,14.91,0,0.0,0.0,46.6,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,23.3
TrendRev_MA200_RSI14_35_65,BOVA11,36.27,6.27,0,0.0,0.0,46.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,23.15
BB_Rev_20_2.5std_upper,IVVB11,36.01,6.19,0,0.0,0.0,46.1,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,23.05
BB_Rev_20_2.0std_mean,XAUUSD,41.06,15.22,0,0.0,0.0,46.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,23.0
TrendRev_MA200_RSI14_35_65,BOVA11,46.98,24.95,0,0.0,0.0,46.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,23.0
MA_Cross_SMA_20_200,COPPERFUT,52.39,34.94,0,0.0,0.0,45.7,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,22.85
ZScore_60_entry2.0_exit0.0,BOVA11,40.81,16.43,0,0.0,0.0,45.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,22.75
MA_Cross_SMA_20_200,COPPERFUT,51.85,34.94,0,0.0,0.0,45.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,22.7
MA_Cross_EMA_20_200,XAUUSD,40.25,16.66,0,0.0,0.0,45.1,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,22.55
MA_Cross_SMA_20_200,WTIUSD,59.06,48.12,0,0.0,0.0,45.1,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,22.55
RSI_Rev_14_30_70,XAUUSD,45.67,25.64,0,0.0,0.0,45.1,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,22.55
ROC_20_th0,XAUUSD,-32.49,32.74,1,60.83,0.0,3.9,41.0,Geração de fluxo,"Estratégia que busca realizar lucros com maior frequência, vendendo momentos de alta e recomprando oportunidades.",22.45
MA_Cross_EMA_20_200,USDBRL,36.09,12.23,0,0.0,0.0,44.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,22.2
BB_Rev_20_2.5std_upper,XAUUSD,44.4,26.3,0,0.0,0.0,44.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,22.15
MomRev_252m_21r_th-5,BTCUSD,52.36,39.92,0,0.0,0.0,44.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,22.1
BB_Rev_20_2.5std_upper,USDBRL,34.96,11.71,0,0.0,0.0,44.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,22.0
Donchian_20_10,SOYFUT,40.91,21.92,0,0.0,0.0,43.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,21.95
BB_Rev_20_2.5std_upper,BOVA11,55.97,46.93,0,0.0,0.0,43.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,21.95
Momentum_126d_th5pct,SOYFUT,-28.71,42.82,1,36.5,0.0,2.8,41.0,Geração de fluxo,"Estratégia que busca realizar lucros com maior frequência, vendendo momentos de alta e recomprando oportunidades.",21.9
TrendRev_MA200_RSI14_35_65,BOVA11,31.09,5.74,0,0.0,0.0,43.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,21.9
Donchian_20_10,USDBRL,31.88,10.61,0,0.0,0.0,42.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,21.4
MA_Cross_SMA_50_200,IVVB11,31.75,10.67,0,0.0,0.0,42.7,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,21.35
MA_Filter_SMA_200,IVVB11,31.75,10.67,0,0.0,0.0,42.7,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,21.35
MA_Cross_EMA_20_200,IVVB11,31.75,10.67,0,0.0,0.0,42.7,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,21.35
MA_Cross_SMA_20_200,IVVB11,31.75,10.67,0,0.0,0.0,42.7,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,21.35
RSI_Rev_14_25_75,XAUUSD,30.53,10.0,0,0.0,0.0,42.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,21.15
RSI_Rev_14_30_70,IVVB11,32.69,13.6,0,0.0,0.0,42.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,21.15
ROC_20_th0,SOYFUT,37.24,21.57,0,0.0,0.0,42.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,21.1
MA_Cross_SMA_50_200,COPPERFUT,45.63,35.43,0,0.0,0.0,42.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,21.1
Momentum_126d_th5pct,BOVA11,-37.21,37.54,2,9.12,0.0,0.1,42.0,Geração de fluxo,"Estratégia que busca realizar lucros com maior frequência, vendendo momentos de alta e recomprando oportunidades.",21.05
MomRev_252m_21r_th-5,XAUUSD,28.38,8.78,0,0.0,0.0,41.6,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,20.8
BB_Rev_20_2.5std_upper,USDBRL,27.98,8.33,0,0.0,0.0,41.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,20.75
ZScore_60_entry2.0_exit0.0,IVVB11,35.81,21.42,0,0.0,0.0,41.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,20.75
BB_Rev_20_2.5std_upper,BTCUSD,72.51,83.04,0,0.0,0.0,41.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,20.65
Triple_MA_SMA_10_50_200,XAUUSD,29.98,12.45,0,0.0,0.0,41.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,20.65
BB_Rev_20_2.0std_mean,COPPERFUT,41.23,30.99,0,0.0,0.0,41.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,20.65
RSI_Rev_14_30_70,COPPERFUT,40.11,29.5,0,0.0,0.0,41.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,20.6
RSI_Rev_14_25_75,IVVB11,35.15,21.26,0,0.0,0.0,41.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,20.6
Momentum_252d_th0pct,IVVB11,27.38,8.4,0,0.0,0.0,41.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,20.6
Momentum_126d_th5pct,BOVA11,35.94,22.8,0,0.0,0.0,41.1,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,20.55
MA_Cross_SMA_20_200,USDBRL,29.02,12.23,0,0.0,0.0,40.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,20.4
RSI_Rev_14_25_75,USDBRL,25.2,5.98,0,0.0,0.0,40.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,20.4
RSI_Rev_14_30_70,USDBRL,31.88,18.41,0,0.0,0.0,40.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,20.2
Momentum_252d_th0pct,COPPERFUT,34.07,22.13,0,0.0,0.0,40.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,20.2
RSI_Rev_14_30_70,USDBRL,27.18,11.61,0,0.0,0.0,40.1,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,20.05
TrendRev_MA200_RSI14_35_65,BTCUSD,-38.75,38.75,1,40.56,0.0,-1.0,41.0,Geração de fluxo,"Estratégia que busca realizar lucros com maior frequência, vendendo momentos de alta e recomprando oportunidades.",20.0
RSI_Bands_14_20_50,SOYFUT,28.52,14.4,0,0.0,0.0,39.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,19.95
Donchian_55_20,USDBRL,25.71,11.48,0,0.0,0.0,39.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,19.7
Momentum_126d_th5pct,BOVA11,34.9,27.16,0,0.0,0.0,39.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,19.65
Momentum_252d_th0pct,BOVA11,41.1,38.58,0,0.0,0.0,39.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,19.5
RSI_Rev_14_30_70,IVVB11,30.37,20.8,0,0.0,0.0,38.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,19.45
BB_Rev_20_2.0std_mean,COPPERFUT,30.03,20.67,0,0.0,0.0,38.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,19.4
Momentum_126d_th5pct,COPPERFUT,37.18,32.74,0,0.0,0.0,38.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,19.4
RSI_Bands_14_20_50,BTCUSD,59.63,70.8,0,0.0,0.0,38.6,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,19.3
Momentum_252d_th0pct,DOLFUT,20.57,6.83,0,0.0,0.0,38.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,19.1
RSI_Rev_14_30_70,XAUUSD,24.26,13.33,0,0.0,0.0,38.1,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,19.05
RSI_Rev_14_30_70,XAUUSD,24.51,14.2,0,0.0,0.0,38.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,19.0
Triple_MA_SMA_10_50_200,SOYFUT,28.46,20.79,0,0.0,0.0,38.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,19.0
Donchian_20_10,COPPERFUT,30.13,24.39,0,0.0,0.0,37.7,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,18.85
MA_Cross_SMA_50_200,USDBRL,26.02,18.05,0,0.0,0.0,37.6,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,18.8
MA_Filter_EMA_50,SOYFUT,37.06,36.81,0,0.0,0.0,37.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,18.75
MA_Filter_SMA_200,USDBRL,25.78,18.05,0,0.0,0.0,37.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,18.75
ZScore_60_entry2.0_exit0.0,BOVA11,39.03,39.93,0,0.0,0.0,37.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,18.75
MomRev_252m_21r_th-5,BTCUSD,46.3,52.45,0,0.0,0.0,37.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,18.7
Triple_MA_SMA_10_50_200,IVVB11,22.32,12.43,0,0.0,0.0,37.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,18.7
ROC_20_th0,COPPERFUT,36.07,35.43,0,0.0,0.0,37.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,18.7
Triple_MA_SMA_10_50_200,SOYFUT,29.45,24.8,0,0.0,0.0,37.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,18.65
MA_Cross_EMA_20_200,BOVA11,31.66,28.44,0,0.0,0.0,37.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,18.65
Donchian_20_10,SOYFUT,31.41,28.31,0,0.0,0.0,37.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,18.6
ZScore_60_entry2.0_exit0.0,XAUUSD,19.5,9.33,0,0.0,0.0,37.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,18.5
MA_Cross_EMA_20_200,USDBRL,24.43,18.05,0,0.0,0.0,36.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,18.4
MA_Cross_SMA_50_200,USDBRL,20.99,12.23,0,0.0,0.0,36.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,18.4
Momentum_126d_th5pct,WTIUSD,48.32,58.01,0,0.0,0.0,36.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,18.4
Donchian_20_10,XAUUSD,27.93,24.04,0,0.0,0.0,36.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,18.4
Donchian_20_10,XAUUSD,26.48,21.35,0,0.0,0.0,36.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,18.4
Momentum_126d_th5pct,USDBRL,24.2,18.05,0,0.0,0.0,36.7,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,18.35
Momentum_252d_th0pct,DOLFUT,20.96,12.76,0,0.0,0.0,36.7,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,18.35
RSI_Rev_14_30_70,COPPERFUT,30.97,29.5,0,0.0,0.0,36.6,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,18.3
Donchian_55_20,SOYFUT,30.45,29.01,0,0.0,0.0,36.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,18.25
MA_Cross_SMA_20_200,USDBRL,23.75,18.05,0,0.0,0.0,36.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,18.25
ZScore_60_entry2.0_exit0.0,COPPERFUT,29.22,27.42,0,0.0,0.0,36.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,18.2
MA_Cross_SMA_20_200,DOLFUT,16.61,6.83,0,0.0,0.0,36.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,18.15
ZScore_60_entry2.0_exit0.0,USDBRL,14.18,2.78,0,0.0,0.0,36.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,18.15
MomRev_252m_21r_th-5,IVVB11,27.21,24.33,0,0.0,0.0,36.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,18.15
Momentum_252d_th0pct,SOYFUT,29.08,27.64,0,0.0,0.0,36.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,18.1
MA_Cross_SMA_50_200,DOLFUT,16.68,7.3,0,0.0,0.0,36.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,18.1
ROC_20_th0,DOLFUT,18.57,10.79,0,0.0,0.0,36.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,18.0
Triple_MA_SMA_10_50_200,BOVA11,31.02,31.91,0,0.0,0.0,35.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,17.95
MA_Cross_SMA_20_200,BOVA11,30.45,31.43,0,0.0,0.0,35.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,17.9
Donchian_55_20,SOYFUT,28.99,29.01,0,0.0,0.0,35.8,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,17.9
MomRev_252m_21r_th-5,XAUUSD,15.13,6.34,0,0.0,0.0,35.7,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,17.85
Triple_MA_SMA_10_50_200,SOYFUT,25.99,24.8,0,0.0,0.0,35.6,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,17.8
BB_Rev_20_2.5std_upper,DOLFUT,16.65,8.98,0,0.0,0.0,35.6,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,17.8
RSI_Rev_14_25_75,XAUUSD,18.8,13.48,0,0.0,0.0,35.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,17.7
RSI_Bands_14_20_50,BTCUSD,31.32,34.38,0,0.0,0.0,35.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,17.65
Momentum_126d_th5pct,XAUUSD,20.65,16.69,0,0.0,0.0,35.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,17.65
TrendRev_MA200_RSI14_35_65,USDBRL,15.45,8.4,0,0.0,0.0,35.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,17.6
Triple_MA_SMA_10_50_200,DOLFUT,18.96,14.26,0,0.0,0.0,35.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,17.6
Donchian_55_20,COPPERFUT,30.27,34.78,0,0.0,0.0,34.7,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,17.35
BB_Rev_20_2.5std_upper,DOLFUT,14.81,8.98,0,0.0,0.0,34.7,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,17.35
BB_Rev_20_2.0std_mean,SOYFUT,17.57,14.11,0,0.0,0.0,34.6,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,17.3
ZScore_60_entry2.0_exit0.0,XAUUSD,20.42,18.71,0,0.0,0.0,34.6,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,17.3
MomRev_252m_21r_th-5,COPPERFUT,13.73,7.83,0,0.0,0.0,34.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,17.25
Triple_MA_SMA_10_50_200,USDBRL,15.95,11.65,0,0.0,0.0,34.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,17.25
Triple_MA_SMA_10_50_200,DOLFUT,13.99,8.91,0,0.0,0.0,34.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,17.15
RSI_Bands_14_20_50,SOYFUT,12.42,6.79,0,0.0,0.0,34.2,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,17.1
Donchian_20_10,XAUUSD,18.0,16.36,0,0.0,0.0,34.1,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,17.05
Donchian_55_20,IVVB11,14.81,11.2,0,0.0,0.0,34.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,17.0
Donchian_20_10,DOLFUT,12.21,6.92,0,0.0,0.0,34.0,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,17.0
TrendRev_MA200_RSI14_35_65,COPPERFUT,13.84,10.17,0,0.0,0.0,33.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,16.95
ZScore_60_entry2.0_exit0.0,DOLFUT,8.7,1.64,0,0.0,0.0,33.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,16.95
MA_Cross_SMA_20_200,COPPERFUT,27.69,33.24,0,0.0,0.0,33.9,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,16.95
Donchian_20_10,USDBRL,17.4,16.52,0,0.0,0.0,33.7,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,16.85
RSI_Rev_14_30_70,SOYFUT,16.11,15.04,0,0.0,0.0,33.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,16.75
RSI_Bands_14_20_50,BOVA11,10.15,5.12,0,0.0,0.0,33.5,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,16.75
ROC_20_th0,USDBRL,17.55,17.89,0,0.0,0.0,33.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,16.7
RSI_Bands_14_20_50,COPPERFUT,9.52,4.67,0,0.0,0.0,33.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,16.7
RSI_Bands_14_20_50,SOYFUT,9.15,3.87,0,0.0,0.0,33.4,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,16.7
Triple_MA_SMA_10_50_200,DOLFUT,11.31,7.86,0,0.0,0.0,33.3,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,16.65
RSI_Rev_14_30_70,DOLFUT,7.73,2.63,0,0.0,0.0,33.1,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,16.55
MomRev_252m_21r_th-5,XAUUSD,11.51,8.74,0,0.0,0.0,33.1,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,16.55
RSI_Rev_14_25_75,IVVB11,18.93,21.26,0,0.0,0.0,33.1,0.0,Crescimento de patrimônio,Estratégia focada em capturar grandes movimentos de alta. Aceita ficar períodos fora do mercado para buscar tendências longas.,16.55
